ensembl_id	ensembl_version	gene_symbol	gene_type	symbol_ambiguous	on_panel
ENSG00000165799	5	RNASE7	protein_coding	False	False
ENSG00000165801	10	ARHGEF40	protein_coding	False	False
ENSG00000165802	23	NSMF	protein_coding	False	False
ENSG00000165804	16	ZNF219	protein_coding	False	False
ENSG00000165805	10	C12orf50	protein_coding	False	False
ENSG00000165806	21	CASP7	protein_coding	False	False
ENSG00000165807	8	PPP1R36	protein_coding	False	False
ENSG00000165810	17	BTNL9	protein_coding	False	False
ENSG00000165813	20	CCDC186	protein_coding	False	False
ENSG00000165816	13	VWA2	protein_coding	False	False
ENSG00000165819	12	METTL3	protein_coding	False	False
ENSG00000165821	12	SALL2	protein_coding	False	False
ENSG00000165828	15	PRAP1	protein_coding	False	False
ENSG00000165832	6	TRUB1	protein_coding	False	False
ENSG00000165837	12	ERICH6B	protein_coding	False	False
ENSG00000165841	11	CYP2C19	protein_coding	False	False
ENSG00000165861	14	ZFYVE1	protein_coding	False	False
ENSG00000165863	17	C10orf82	protein_coding	False	False
ENSG00000165868	16	HSPA12A	protein_coding	False	False
ENSG00000165879	9	FRAT1	protein_coding	False	False
ENSG00000165886	5	UBTD1	protein_coding	False	False
ENSG00000165887	12	ANKRD2	protein_coding	False	False
ENSG00000165891	16	E2F7	protein_coding	False	False
ENSG00000165895	19	ARHGAP42	protein_coding	False	False
ENSG00000165898	14	ISCA2	protein_coding	False	False
ENSG00000165899	11	OTOGL	protein_coding	False	False
ENSG00000165905	18	LARGE2	protein_coding	False	False
ENSG00000165912	16	PACSIN3	protein_coding	False	False
ENSG00000165914	15	TTC7B	protein_coding	False	False
ENSG00000165915	14	SLC39A13	protein_coding	False	False
ENSG00000165916	8	PSMC3	protein_coding	False	False
ENSG00000165917	10	RAPSN	protein_coding	False	False
ENSG00000165923	16	AGBL2	protein_coding	False	False
ENSG00000165929	13	TC2N	protein_coding	False	False
ENSG00000165934	13	CPSF2	protein_coding	False	False
ENSG00000165935	9	SMCO2	protein_coding	False	False
ENSG00000165943	5	MOAP1	protein_coding	False	False
ENSG00000165948	11	IFI27L1	protein_coding	False	False
ENSG00000165949	12	IFI27	protein_coding	False	False
ENSG00000165953	10	SERPINA12	protein_coding	False	False
ENSG00000165959	12	CLMN	protein_coding	False	False
ENSG00000165966	16	PDZRN4	protein_coding	False	False
ENSG00000165970	12	SLC6A5	protein_coding	False	False
ENSG00000165972	13	CCDC38	protein_coding	False	False
ENSG00000165973	19	NELL1	protein_coding	False	False
ENSG00000165983	14	PTER	protein_coding	False	False
ENSG00000165985	10	C1QL3	protein_coding	False	False
ENSG00000165995	22	CACNB2	protein_coding	False	False
ENSG00000165996	14	HACD1	protein_coding	False	False
ENSG00000165997	5	ARL5B	protein_coding	False	False
ENSG00000166002	7	SMCO4	protein_coding	False	False
ENSG00000166004	15	CEP295	protein_coding	False	False
ENSG00000166006	14	KCNC2	protein_coding	False	False
ENSG00000166012	17	TAF1D	protein_coding	False	False
ENSG00000166016	6	ABTB2	protein_coding	False	False
ENSG00000166024	14	R3HCC1L	protein_coding	False	False
ENSG00000166025	18	AMOTL1	protein_coding	False	False
ENSG00000166033	13	HTRA1	protein_coding	False	False
ENSG00000166035	11	LIPC	protein_coding	False	False
ENSG00000166037	11	CEP57	protein_coding	False	False
ENSG00000166046	11	TCP11L2	protein_coding	False	False
ENSG00000166049	11	PASD1	protein_coding	False	False
ENSG00000166068	13	SPRED1	protein_coding	False	False
ENSG00000166069	13	TMCO5A	protein_coding	False	False
ENSG00000166073	11	GPR176	protein_coding	False	False
ENSG00000166086	13	JAM3	protein_coding	False	False
ENSG00000166090	8	IL25	protein_coding	False	False
ENSG00000166091	21	CMTM5	protein_coding	False	False
ENSG00000166105	16	GLB1L3	protein_coding	False	False
ENSG00000166106	3	ADAMTS15	protein_coding	False	False
ENSG00000166111	10	SVOP	protein_coding	False	False
ENSG00000166118	8	SPATA19	protein_coding	False	False
ENSG00000166123	14	GPT2	protein_coding	False	False
ENSG00000166126	11	AMN	protein_coding	False	False
ENSG00000166128	13	RAB8B	protein_coding	False	False
ENSG00000166130	15	IKBIP	protein_coding	False	False
ENSG00000166133	18	RPUSD2	protein_coding	False	False
ENSG00000166135	14	HIF1AN	protein_coding	False	False
ENSG00000166136	16	NDUFB8	protein_coding	False	False
ENSG00000166140	17	ZFYVE19	protein_coding	False	False
ENSG00000166143	10	PPP1R14D	protein_coding	False	False
ENSG00000166145	14	SPINT1	protein_coding	False	False
ENSG00000166147	14	FBN1	protein_coding	False	False
ENSG00000166148	4	AVPR1A	protein_coding	False	False
ENSG00000166152	4	C16orf78	protein_coding	False	False
ENSG00000166153	16	DEPDC4	protein_coding	False	False
ENSG00000166159	11	LRTM2	protein_coding	False	False
ENSG00000166160	9	OPN1MW2	protein_coding	False	False
ENSG00000166164	16	BRD7	protein_coding	False	False
ENSG00000166165	13	CKB	protein_coding	False	False
ENSG00000166166	13	TRMT61A	protein_coding	False	False
ENSG00000166167	18	BTRC	protein_coding	False	False
ENSG00000166169	17	POLL	protein_coding	False	False
ENSG00000166170	10	BAG5	protein_coding	False	False
ENSG00000166171	13	DPCD	protein_coding	False	False
ENSG00000166173	11	LARP6	protein_coding	False	False
ENSG00000166181	13	API5	protein_coding	False	False
ENSG00000166183	16	ASPG	protein_coding	False	False
ENSG00000166188	2	ZNF319	protein_coding	False	False
ENSG00000166189	8	HPS6	protein_coding	False	False
ENSG00000166192	15	SENP8	protein_coding	False	False
ENSG00000166197	17	NOLC1	protein_coding	False	False
ENSG00000166199	13	ALKBH3	protein_coding	False	False
ENSG00000166200	15	COPS2	protein_coding	False	False
ENSG00000166206	15	GABRB3	protein_coding	False	False
ENSG00000166211	8	SPIC	protein_coding	False	False
ENSG00000166220	12	TBATA	protein_coding	False	False
ENSG00000166224	17	SGPL1	protein_coding	False	False
ENSG00000166225	9	FRS2	protein_coding	False	False
ENSG00000166226	13	CCT2	protein_coding	False	False
ENSG00000166228	9	PCBD1	protein_coding	False	False
ENSG00000166233	15	ARIH1	protein_coding	False	False
ENSG00000166246	14	C16orf71	protein_coding	False	False
ENSG00000166250	12	CLMP	protein_coding	False	False
ENSG00000166257	9	SCN3B	protein_coding	False	False
ENSG00000166260	13	COX11	protein_coding	False	False
ENSG00000166261	11	ZNF202	protein_coding	False	False
ENSG00000166262	16	FAM227B	protein_coding	False	False
ENSG00000166263	13	STXBP4	protein_coding	False	False
ENSG00000166265	13	CYYR1	protein_coding	False	False
ENSG00000166266	14	CUL5	protein_coding	False	False
ENSG00000166268	11	MYRFL	protein_coding	False	False
ENSG00000166272	18	WBP1L	protein_coding	False	False
ENSG00000166275	16	BORCS7	protein_coding	False	False
ENSG00000166278	15	C2	protein_coding	False	False
ENSG00000166289	6	PLEKHF1	protein_coding	False	False
ENSG00000166292	12	TMEM100	protein_coding	False	False
ENSG00000166295	9	ANAPC16	protein_coding	False	False
ENSG00000166311	10	SMPD1	protein_coding	False	False
ENSG00000166313	19	APBB1	protein_coding	False	False
ENSG00000166317	12	SYNPO2L	protein_coding	False	False
ENSG00000166321	14	NUDT13	protein_coding	False	False
ENSG00000166323	13	C11orf65	protein_coding	False	False
ENSG00000166326	7	TRIM44	protein_coding	False	False
ENSG00000166329	3	CCDC182	protein_coding	False	False
ENSG00000166333	14	ILK	protein_coding	False	False
ENSG00000166337	10	TAF10	protein_coding	False	False
ENSG00000166340	17	TPP1	protein_coding	False	False
ENSG00000166341	8	DCHS1	protein_coding	False	False
ENSG00000166342	19	NETO1	protein_coding	False	False
ENSG00000166343	10	MSS51	protein_coding	False	False
ENSG00000166347	19	CYB5A	protein_coding	False	False
ENSG00000166348	18	USP54	protein_coding	False	False
ENSG00000166349	10	RAG1	protein_coding	False	False
ENSG00000166351	10	POTED	protein_coding	False	False
ENSG00000166352	17	IFTAP	protein_coding	False	False
ENSG00000166359	11	WDR88	protein_coding	False	False
ENSG00000166363	5	OR10A5	protein_coding	False	False
ENSG00000166368	2	OR2D2	protein_coding	False	False
ENSG00000166377	20	ATP9B	protein_coding	False	False
ENSG00000166387	13	PPFIBP2	protein_coding	False	False
ENSG00000166391	15	MOGAT2	protein_coding	False	False
ENSG00000166394	15	CYB5R2	protein_coding	False	False
ENSG00000166396	13	SERPINB7	protein_coding	False	False
ENSG00000166398	14	GARRE1	protein_coding	False	False
ENSG00000166401	15	SERPINB8	protein_coding	False	False
ENSG00000166402	9	TUB	protein_coding	False	False
ENSG00000166405	15	RIC3	protein_coding	False	False
ENSG00000166407	14	LMO1	protein_coding	False	False
ENSG00000166411	14	IDH3A	protein_coding	False	False
ENSG00000166415	15	WDR72	protein_coding	False	False
ENSG00000166426	8	CRABP1	protein_coding	False	False
ENSG00000166428	14	PLD4	protein_coding	False	False
ENSG00000166432	15	ZMAT1	protein_coding	False	False
ENSG00000166435	15	XRRA1	protein_coding	False	False
ENSG00000166436	16	TRIM66	protein_coding	False	False
ENSG00000166439	6	RNF169	protein_coding	False	False
ENSG00000166441	13	RPL27A	protein_coding	False	False
ENSG00000166444	19	DENND2B	protein_coding	False	False
ENSG00000166446	15	CDYL2	protein_coding	False	False
ENSG00000166448	15	TMEM130	protein_coding	False	False
ENSG00000166450	13	PRTG	protein_coding	False	False
ENSG00000166451	13	CENPN	protein_coding	False	False
ENSG00000166452	12	AKIP1	protein_coding	False	False
ENSG00000166454	10	ATMIN	protein_coding	False	False
ENSG00000166455	14	C16orf46	protein_coding	False	False
ENSG00000166471	11	TMEM41B	protein_coding	False	False
ENSG00000166477	13	LEO1	protein_coding	False	False
ENSG00000166478	10	ZNF143	protein_coding	False	False
ENSG00000166479	10	TMX3	protein_coding	False	False
ENSG00000166482	12	MFAP4	protein_coding	False	False
ENSG00000166483	11	WEE1	protein_coding	False	False
ENSG00000166484	20	MAPK7	protein_coding	False	False
ENSG00000166501	14	PRKCB	protein_coding	False	False
ENSG00000166503	9	HDGFL3	protein_coding	False	False
ENSG00000166507	19	NDST2	protein_coding	False	False
ENSG00000166508	18	MCM7	protein_coding	False	False
ENSG00000166509	12	CLEC3A	protein_coding	False	False
ENSG00000166510	14	CCDC68	protein_coding	False	False
ENSG00000166523	8	CLEC4E	protein_coding	False	False
ENSG00000166526	18	ZNF3	protein_coding	False	False
ENSG00000166527	8	CLEC4D	protein_coding	False	False
ENSG00000166529	15	ZSCAN21	protein_coding	False	False
ENSG00000166532	16	RIMKLB	protein_coding	False	False
ENSG00000166535	20	A2ML1	protein_coding	False	False
ENSG00000166546	14	BEAN1	protein_coding	False	False
ENSG00000166548	17	TK2	protein_coding	False	False
ENSG00000166557	14	TMED3	protein_coding	False	False
ENSG00000166558	11	SLC38A8	protein_coding	False	False
ENSG00000166562	9	SEC11C	protein_coding	False	False
ENSG00000166569	8	CPLX4	protein_coding	False	False
ENSG00000166573	6	GALR1	protein_coding	False	False
ENSG00000166575	17	TMEM135	protein_coding	False	False
ENSG00000166578	10	IQCD	protein_coding	False	False
ENSG00000166579	16	NDEL1	protein_coding	False	False
ENSG00000166582	10	CENPV	protein_coding	False	False
ENSG00000166589	13	CDH16	protein_coding	False	False
ENSG00000166592	12	RRAD	protein_coding	False	False
ENSG00000166595	12	CIAO2B	protein_coding	False	False
ENSG00000166596	15	CFAP52	protein_coding	False	False
ENSG00000166598	15	HSP90B1	protein_coding	False	False
ENSG00000166603	5	MC4R	protein_coding	False	False
ENSG00000166619	15	BLCAP	protein_coding	False	False
ENSG00000166634	6	SERPINB12	protein_coding	False	False
ENSG00000166664	14	CHRFAM7A	protein_coding	False	False
ENSG00000166669	13	ATF7IP2	protein_coding	False	False
ENSG00000166670	10	MMP10	protein_coding	False	False
ENSG00000166676	17	TVP23A	protein_coding	False	False
ENSG00000166681	14	BEX3	protein_coding	False	False
ENSG00000166682	13	TMPRSS5	protein_coding	False	False
ENSG00000166685	12	COG1	protein_coding	False	False
ENSG00000166689	16	PLEKHA7	protein_coding	False	False
ENSG00000166704	11	ZNF606	protein_coding	False	False
ENSG00000166707	12	ZCCHC18	protein_coding	False	False
ENSG00000166710	21	B2M	protein_coding	False	False
ENSG00000166716	10	ZNF592	protein_coding	False	False
ENSG00000166734	20	GOLM2	protein_coding	False	False
ENSG00000166736	11	HTR3A	protein_coding	False	False
ENSG00000166741	8	NNMT	protein_coding	False	False
ENSG00000166743	9	ACSM1	protein_coding	False	False
ENSG00000166747	13	AP1G1	protein_coding	False	False
ENSG00000166750	10	SLFN5	protein_coding	False	False
ENSG00000166762	19	CATSPER2	protein_coding	False	False
ENSG00000166770	11	ZNF667-AS1	lncRNA	False	False
ENSG00000166780	11	BMERB1	protein_coding	False	False
ENSG00000166783	22	MARF1	protein_coding	False	False
ENSG00000166788	10	SAAL1	protein_coding	False	False
ENSG00000166793	13	YPEL4	protein_coding	False	False
ENSG00000166794	5	PPIB	protein_coding	False	False
ENSG00000166796	12	LDHC	protein_coding	False	False
ENSG00000166797	11	CIAO2A	protein_coding	False	False
ENSG00000166800	10	LDHAL6A	protein_coding	False	False
ENSG00000166801	16	FAM111A	protein_coding	False	False
ENSG00000166803	14	PCLAF	protein_coding	False	False
ENSG00000166813	16	KIF7	protein_coding	False	False
ENSG00000166816	15	LDHD	protein_coding	False	False
ENSG00000166819	12	PLIN1	protein_coding	False	False
ENSG00000166821	9	PEX11A	protein_coding	False	False
ENSG00000166822	13	TMEM170A	protein_coding	False	False
ENSG00000166823	5	MESP1	protein_coding	False	False
ENSG00000166825	15	ANPEP	protein_coding	False	False
ENSG00000166828	3	SCNN1G	protein_coding	False	False
ENSG00000166831	9	RBPMS2	protein_coding	False	False
ENSG00000166833	22	NAV2	protein_coding	False	False
ENSG00000166839	17	ANKDD1A	protein_coding	False	False
ENSG00000166840	13	GLYATL1	protein_coding	False	False
ENSG00000166845	15	C18orf54	protein_coding	False	False
ENSG00000166847	10	DCTN5	protein_coding	False	False
ENSG00000166848	7	TERF2IP	protein_coding	False	False
ENSG00000166851	15	PLK1	protein_coding	False	False
ENSG00000166855	9	CLPX	protein_coding	False	False
ENSG00000166856	3	GPR182	protein_coding	False	False
ENSG00000166860	3	ZBTB39	protein_coding	False	False
ENSG00000166862	7	CACNG2	protein_coding	False	False
ENSG00000166863	13	TAC3	protein_coding	False	False
ENSG00000166866	13	MYO1A	protein_coding	False	False
ENSG00000166869	3	CHP2	protein_coding	False	False
ENSG00000166881	10	NEMP1	protein_coding	False	False
ENSG00000166884	2	OR4D6	protein_coding	False	False
ENSG00000166886	13	NAB2	protein_coding	False	False
ENSG00000166887	16	VPS39	protein_coding	False	False
ENSG00000166888	12	STAT6	protein_coding	False	False
ENSG00000166889	14	PATL1	protein_coding	False	False
ENSG00000166896	9	ATP23	protein_coding	False	False
ENSG00000166897	16	ELFN2	protein_coding	True	False
ENSG00000166900	17	STX3	protein_coding	False	False
ENSG00000166902	5	MRPL16	protein_coding	False	False
ENSG00000166908	18	PIP4K2C	protein_coding	False	False
ENSG00000166912	17	MTMR10	protein_coding	False	False
ENSG00000166913	13	YWHAB	protein_coding	False	False
ENSG00000166917	11	MIR202HG	lncRNA	False	False
ENSG00000166920	13	C15orf48	protein_coding	False	False
ENSG00000166922	8	SCG5	protein_coding	False	False
ENSG00000166923	12	GREM1	protein_coding	False	False
ENSG00000166924	9	NYAP1	protein_coding	False	False
ENSG00000166925	9	TSC22D4	protein_coding	False	False
ENSG00000166926	8	MS4A6E	protein_coding	False	False
ENSG00000166927	13	MS4A7	protein_coding	False	False
ENSG00000166928	11	MS4A14	protein_coding	False	False
ENSG00000166930	7	MS4A5	protein_coding	False	False
ENSG00000166938	13	DIS3L	protein_coding	False	False
ENSG00000166946	14	CCNDBP1	protein_coding	False	False
ENSG00000166947	15	EPB42	protein_coding	False	False
ENSG00000166948	10	TGM6	protein_coding	False	False
ENSG00000166949	16	SMAD3	protein_coding	False	False
ENSG00000166959	8	MS4A8	protein_coding	False	False
ENSG00000166960	16	CCDC178	protein_coding	False	False
ENSG00000166961	15	MS4A15	protein_coding	False	False
ENSG00000166963	13	MAP1A	protein_coding	False	False
ENSG00000166965	12	RCCD1	protein_coding	False	False
ENSG00000166971	17	AKTIP	protein_coding	False	False
ENSG00000166974	13	MAPRE2	protein_coding	False	False
ENSG00000166979	13	EVA1C	protein_coding	False	False
ENSG00000166984	12	TCP10L2	protein_coding	False	False
ENSG00000166986	15	MARS1	protein_coding	False	False
ENSG00000166987	15	MBD6	protein_coding	False	False
ENSG00000166997	8	CNPY4	protein_coding	False	False
ENSG00000167004	13	PDIA3	protein_coding	False	False
ENSG00000167005	14	NUDT21	protein_coding	False	False
ENSG00000167011	9	NAT16	protein_coding	False	False
ENSG00000167014	11	TERB2	protein_coding	False	False
ENSG00000167034	10	NKX3-1	protein_coding	False	False
ENSG00000167037	19	SGSM1	protein_coding	False	False
ENSG00000167046	4	AL357033.1	lncRNA	False	False
ENSG00000167065	14	DUSP18	protein_coding	False	False
ENSG00000167074	15	TEF	protein_coding	False	False
ENSG00000167077	13	MEI1	protein_coding	False	False
ENSG00000167080	9	B4GALNT2	protein_coding	False	False
ENSG00000167081	18	PBX3	protein_coding	False	False
ENSG00000167083	7	GNGT2	protein_coding	False	False
ENSG00000167085	13	PHB	protein_coding	False	False
ENSG00000167088	11	SNRPD1	protein_coding	False	False
ENSG00000167094	16	TTC16	protein_coding	False	False
ENSG00000167098	12	SUN5	protein_coding	False	False
ENSG00000167100	15	SAMD14	protein_coding	False	False
ENSG00000167103	12	PIP5KL1	protein_coding	False	False
ENSG00000167104	11	BPIFB6	protein_coding	False	False
ENSG00000167105	8	TMEM92	protein_coding	False	False
ENSG00000167106	12	FAM102A	protein_coding	False	False
ENSG00000167107	13	ACSF2	protein_coding	False	False
ENSG00000167110	18	GOLGA2	protein_coding	False	False
ENSG00000167112	10	TRUB2	protein_coding	False	False
ENSG00000167113	11	COQ4	protein_coding	False	False
ENSG00000167114	13	SLC27A4	protein_coding	False	False
ENSG00000167117	10	ANKRD40CL	protein_coding	False	False
ENSG00000167118	11	URM1	protein_coding	False	False
ENSG00000167123	19	CERCAM	protein_coding	False	False
ENSG00000167130	18	DOLPP1	protein_coding	False	False
ENSG00000167131	17	CCDC103	protein_coding	False	False
ENSG00000167136	7	ENDOG	protein_coding	False	False
ENSG00000167139	9	TBC1D21	protein_coding	False	False
ENSG00000167157	11	PRRX2	protein_coding	False	False
ENSG00000167165	19	UGT1A6	protein_coding	False	False
ENSG00000167173	19	C15orf39	protein_coding	False	False
ENSG00000167178	16	ISLR2	protein_coding	False	False
ENSG00000167182	15	SP2	protein_coding	False	False
